longitude,latitude,site
-111.3486188,41.74398122,355
-110.6178188,46.46573122,356
-111.6850188,46.35353122,357
-112.5550188,46.26938122,358
-112.0446188,45.47463122,359
-110.6874188,45.06323122,360
-110.6642188,45.07258122,361
-107.0334188,38.88288122,362
-115.3738188,36.49863122,363
-112.5898188,36.40513122,364
-112.6710188,36.44253122,365
-119.3178188,39.20078122,366
-118.6334188,40.65003122,367
-117.5082188,42.92208122,368
-116.1278188,40.21993122,369
-116.1394188,40.19188122,370
-116.1742188,40.17318122,371
-116.1742188,40.16383122,372
-116.6962188,39.72438122,373
-116.6846188,39.72438122,374
-116.6730188,39.72438122,375
-116.6962188,39.71503122,376
-116.4874188,37.90113122,377
-118.9930188,42.08993122,378
-115.5594188,40.89313122,379
-112.2766188,40.18253122,380
-112.0678188,39.66828122,381
-114.8866188,40.58458122,382
-112.6594188,40.58458122,383
-111.9170188,40.42563122,384
-112.2534188,40.26668122,385
-112.4622188,40.22928122,386
-112.4622188,40.20123122,387
-112.0446188,39.66828122,388
-108.4834188,37.16248122,389
-113.6338188,43.33348122,390
-113.5294188,43.33348122,391
-114.8866188,41.01468122,392
-114.7938188,40.50978122,393
-116.5106188,38.92963122,394
-114.6662188,39.83658122,395
-111.7198188,44.22173122,396
-111.7894188,44.31523122,397
-110.2466188,40.93988122,398
-107.6946188,39.85528122,399
-110.6526188,46.49378122,400
-111.8474188,45.09128122,401
-111.8706188,45.01648122,402
-111.9402188,45.43723122,403
-106.4534188,38.68653122,404
-117.1022188,36.58278122,405
-116.3018188,36.40513122,406
-115.5942188,35.81608122,407
-113.9122188,37.00353122,408
-115.5014188,36.45188122,409
-115.2926188,36.79783122,410
-119.1902188,40.73418122,411
-119.1670188,41.30453122,412
-114.0862188,37.36818122,413
-118.4594188,43.22128122,414
-118.1926188,43.04363122,415
-118.1926188,43.03428122,416
-114.1326188,42.87533122,417
-114.1210188,42.87533122,418
-114.1442188,42.86598122,419
-114.1326188,42.86598122,420
-119.4918188,42.71638122,421
-119.4338188,42.71638122,422
-118.8886188,42.34238122,423
-119.4338188,42.22083122,424
-119.0394188,42.13668122,425
-116.8818188,41.54763122,426
-114.6546188,37.65803122,427
-117.8214188,44.07213122,428
-117.7982188,44.06278122,429
-119.7122188,43.53918122,430
-117.7750188,43.48308122,431
-117.7634188,43.48308122,432
-114.1094188,42.87533122,433
-117.1370188,42.37043122,434
-117.1370188,42.36108122,435
-115.3274188,42.32368122,436
-115.3274188,42.31433122,437
-119.4106188,42.30498122,438
-115.3274188,42.30498122,439
-115.3390188,42.29563122,440
-115.3274188,42.29563122,441
-115.3274188,42.28628122,442
-115.2926188,42.27693122,443
-117.1486188,42.24888122,444
-117.1602188,42.22083122,445
-119.2018188,42.17408122,446
-119.0162188,42.13668122,447
-116.4874188,41.36063122,448
-114.2138188,43.23998122,449
-114.2950188,43.22128122,450
-118.8886188,42.33303122,451
-117.2994188,42.11798122,452
-117.2646188,42.11798122,453
-115.8726188,41.00533122,454
-111.9518188,40.39758122,455
-115.6522188,40.05163122,456
-112.3694188,36.16203122,457
-112.4042188,36.15268122,458
-112.3462188,36.14333122,459
-112.3810188,36.13398122,460
-112.3114188,36.09658122,461
-112.2998188,36.08723122,462
-112.2882188,36.07788122,463
-112.2534188,36.04983122,464
-112.2186188,36.02178122,465
-114.1906188,43.24933122,466
-114.2022188,43.23998122,467
-115.9654188,41.87488122,468
-111.9402188,40.43498122,469
-111.9402188,40.42563122,470
-112.0214188,40.41628122,471
-111.9518188,40.41628122,472
-112.0214188,40.40693122,473
-112.0098188,40.40693122,474
-111.9982188,40.40693122,475
-111.9634188,40.40693122,476
-111.9518188,40.40693122,477
-112.0214188,40.39758122,478
-112.0098188,40.39758122,479
-111.9982188,40.39758122,480
-112.0214188,40.38823122,481
-112.2534188,40.27603122,482
-115.6058188,41.91228122,483
-115.5246188,39.92073122,484
-114.1790188,42.20213122,485
-114.1442188,43.50178122,486
-114.8054188,44.02538122,487
-111.2442188,39.67763122,488
-110.3394188,39.64958122,489
-111.5922188,44.74533122,490
-110.7454188,45.59618122,491
-111.7894188,44.80143122,492
-110.7222188,45.25958122,493
-114.6314188,35.04938122,494
-113.8078188,33.74038122,495
-113.5874188,34.06763122,496
-111.5574188,32.91758122,497
-113.2278188,34.12373122,498
-113.8426188,36.53603122,499
-113.8774188,36.57343122,500
-113.9006188,36.66693122,501
-115.7450188,43.05298122,502
-115.7450188,43.04363122,503
-115.3274188,42.93143122,504
-115.3158188,42.93143122,505
-115.1766188,42.89403122,506
-115.1650188,42.89403122,507
-115.1882188,42.88468122,508
-115.1766188,42.87533122,509
-115.1070188,42.87533122,510
-115.1882188,42.86598122,511
-115.2926188,42.85663122,512
-115.2810188,42.85663122,513
-115.2694188,42.84728122,514
-113.8194188,37.14378122,515
-114.5850188,42.89403122,516
-119.0278188,48.13003122,517
-119.6774188,47.61578122,518
-116.7426188,43.23063122,519
-119.4918188,48.37313122,520
-119.7470188,43.48308122,521
-119.6890188,43.48308122,522
-119.7470188,43.47373122,523
-116.9978188,43.47373122,524
-116.9514188,43.45503122,525
-116.9630188,43.44568122,526
-120.6634188,43.52983122,527
-114.2834188,43.22128122,528
-116.7078188,43.17453122,529
-116.7542188,42.44523122,530
-112.3462188,36.15268122,531
-113.0074188,35.77868122,532
-117.5546188,44.12823122,533
-118.9582188,43.70748122,534
-114.3298188,43.27738122,535
-114.3182188,43.27738122,536
-114.2834188,43.25868122,537
-114.2718188,43.25868122,538
-114.2718188,43.23063122,539
-111.9518188,40.44433122,540
-114.3182188,43.40828122,541
-114.3298188,43.28673122,542
-111.9866188,40.44433122,543
-111.9634188,40.44433122,544
-112.0446188,40.43498122,545
-111.9518188,40.43498122,546
-112.0330188,40.42563122,547
-111.9634188,40.42563122,548
-111.9518188,40.42563122,549
-112.0910188,40.41628122,550
-112.0794188,40.41628122,551
-112.0678188,40.41628122,552
-112.0330188,40.41628122,553
-111.9982188,40.41628122,554
-111.9634188,40.41628122,555
-112.1026188,40.40693122,556
-112.0794188,40.40693122,557
-112.0446188,40.40693122,558
-111.9866188,40.40693122,559
-111.9750188,40.40693122,560
-112.0330188,40.39758122,561
-115.3158188,44.14693122,562
-112.0446188,40.44433122,563
-111.9750188,40.44433122,564
-112.0678188,40.43498122,565
-111.9750188,40.43498122,566
-112.0794188,40.42563122,567
-112.0678188,40.42563122,568
-112.0562188,40.42563122,569
-112.0214188,40.42563122,570
-112.1026188,40.41628122,571
-113.0422188,37.45233122,572
-117.3226188,38.92963122,573
-115.3854188,41.75333122,574
-111.3718188,41.38868122,575
-111.3370188,39.86463122,576
-114.7010188,43.88513122,577
-111.1746188,39.60283122,578
-114.4806188,34.75018122,579
-113.2742188,32.16023122,580
-112.5782188,33.88063122,581
-115.0722188,35.41403122,582
-112.8334188,34.11438122,583
-119.6542188,39.86463122,584
-119.3526188,46.74623122,585
-115.1418188,43.02493122,586
-115.1302188,43.01558122,587
-120.2806188,46.46573122,588
-116.1394188,43.37088122,589
-116.0930188,43.36153122,590
-116.1162188,43.35218122,591
-115.1534188,43.02493122,592
-115.1302188,43.02493122,593
-119.4686188,38.69588122,594
-116.1046188,43.36153122,595
-116.0814188,43.36153122,596
-114.9678188,43.07168122,597
-115.1534188,43.06233122,598
-114.9678188,43.06233122,599
-114.9446188,43.06233122,600
-115.2810188,43.04363122,601
-120.1994188,44.59573122,602
-114.9562188,43.07168122,603
-113.7266188,36.45188122,604
-113.8426188,36.76978122,605
-119.7818188,44.25913122,606
-116.7310188,43.14648122,607
-116.7658188,43.11843122,608
-116.7426188,43.11843122,609
-115.2578188,43.33348122,610
-116.8006188,43.17453122,611
-116.7194188,43.11843122,612
-112.0330188,40.45368122,613
-112.0098188,40.44433122,614
-112.0794188,40.43498122,615
-111.9866188,40.43498122,616
-116.7542188,43.06233122,617
-112.0214188,40.44433122,618
-112.0214188,40.43498122,619
-111.9866188,40.42563122,620
-115.3970188,43.92253122,621
-112.0562188,40.45368122,622
-112.1142188,40.44433122,623
-112.0910188,40.44433122,624
-112.0098188,40.43498122,625
-112.0098188,40.42563122,626
-115.5826188,44.46483122,627
-114.5270188,47.97108122,628
-115.5246188,41.78138122,629
-111.0818188,40.08903122,630
-115.3274188,45.15673122,631
-112.1026188,33.74973122,632
-112.5202188,33.88063122,633
-112.5666188,33.95543122,634
-119.2714188,46.24133122,635
-119.3062188,46.23198122,636
-118.3202188,46.59663122,637
-119.5846188,38.90158122,638
-115.6870188,43.24933122,639
-116.3714188,43.85708122,640
-118.9350188,38.28448122,641
-119.3758188,44.67053122,642
-119.9210188,41.27648122,643
-115.4434188,43.76358122,644
-115.6754188,44.10953122,645
-115.9190188,45.44658122,646
-115.6986188,44.17498122,647
-115.6870188,43.97863122,648
-115.6406188,44.93233122,649
-110.9658188,40.83703122,650
-111.7430188,39.82723122,651
-119.7818188,39.10728122,652
-118.4362188,46.25068122,653
-119.9094188,45.25958122,654
-119.9442188,39.77113122,655
-119.3294188,38.60238122,656
-120.8722188,41.83748122,657
-115.7334188,43.41763122,658
-115.5826188,43.49243122,659
-116.4410188,44.84818122,660
-116.1394188,44.23108122,661
-116.0466188,43.94123122,662
-116.5570188,45.00713122,663
-116.1626188,44.66118122,664
-116.1626188,45.58683122,665
-111.1978188,40.40693122,666
-111.7546188,39.83658122,667
-111.7546188,33.93673122,668
-119.8166188,38.88288122,669
-119.6774188,38.83613122,670
-119.6078188,38.78003122,671
-119.6890188,39.28493122,672
-119.4686188,38.84548122,673
-115.8842188,43.74488122,674
-115.9770188,43.91318122,675
-117.5546188,45.92343122,676
-118.7610188,38.45278122,677
-118.3550188,44.89493122,678
-120.3038188,48.64428122,679
-111.8126188,40.95858122,680
-117.3690188,45.08193122,681
-119.7006188,38.80808122,682
-119.8514188,39.36908122,683
-119.1786188,38.05073122,684
-119.5614188,38.81743122,685
-119.4918188,38.90158122,686
-120.3734188,48.35443122,687
-117.7054188,45.91408122,688
-116.8702188,48.52273122,689
-118.2274188,45.07258122,690
-111.5574188,40.55653122,691
-111.5110188,40.60328122,692
-111.5342188,40.61263122,693
-119.8514188,38.95768122,694
-119.1206188,37.89178122,695
-119.1322188,37.91048122,696
-119.1902188,38.05073122,697
-119.4918188,38.78938122,698
-116.7078188,46.98933122,699
-120.3154188,47.61578122,700
-117.7634188,46.09173122,701
-117.7402188,46.11978122,702
-120.3966188,48.39183122,703
-111.5226188,40.61263122,704
-119.2134188,37.94788122,705
-119.1670188,37.99463122,706
-119.2134188,38.07878122,707
-119.4802188,38.86418122,708
-120.3270188,47.59708122,709
-119.8978188,39.36908122,710
-119.2250188,37.95723122,711
-119.2482188,37.93853122,712
-119.2366188,37.64868122,713
-119.8862188,39.08858122,714
-119.8630188,39.16338122,715
-119.9210188,39.39713122,716
-119.2714188,38.05073122,717
-120.3966188,47.61578122,718
-119.4454188,37.84503122,719
-120.9070188,46.67143122,720
-119.8978188,39.19143122,721
-119.8862188,39.15403122,722
-119.9326188,39.32233122,723
-119.8978188,39.06053122,724
-119.5266188,37.88243122,725
-119.6194188,37.67673122,726
